Qto_SiteBaseQuantities	IfcSite	周辺長	敷地境界の周辺長。水平に投影された形状を計測。
Qto_SiteBaseQuantities	IfcSite	敷地面積	敷地の面積。水平に投影された形状を計測。
Qto_SlabBaseQuantities	IfcSlab	幅	スラブの厚さ。厚さが一定の場合。
Qto_SlabBaseQuantities	IfcSlab	周囲長	スラブの外側周囲長。スラブが角柱型の場合。
Qto_SlabBaseQuantities	IfcSlab	面積	スラブの面積。開口、へこみなどを考慮しない。
Qto_SlabBaseQuantities	IfcSlab	正味面積	スラブの面積。開口、へこみなどを考慮する。
Qto_SlabBaseQuantities	IfcSlab	体積	スラブの体積。開口、へこみなどを考慮しない。
Qto_SlabBaseQuantities	IfcSlab	正味体積	スラブの体積。開口、へこみなどを考慮する。
Qto_SlabBaseQuantities	IfcSlab	重量	スラブの重量。付加されたパーツを除く。また、切断などの処理または開口やへこみなどを考慮しない。
Qto_SlabBaseQuantities	IfcSlab	正味重量	スラブの重量。付加されたパーツを除く。また、切断などの処理または開口やへこみなどを考慮する。
Qto_SpaceBaseQuantities	IfcSpace	高さ	部屋の高さ。床スラブから天井までの高さ。つりさげ天井は含まない。下の床の上面から、上の床の下面までの距離となる。部屋が一定の高さを持っているときにのみ与えられる値。
Qto_SpaceBaseQuantities	IfcSpace	天井仕上げ高さ	つりさげ天井の高さ。
Qto_SpaceBaseQuantities	IfcSpace	床仕上げ高さ	床仕上げの高さ。
Qto_SpaceBaseQuantities	IfcSpace	周辺長	部屋の周辺長。ドアや仮想的な境界なども含めた周辺長。
Qto_SpaceBaseQuantities	IfcSpace	正味周辺長	部屋の正味の周辺長。ドアや仮想的な境界は含めない。幅木等の計測に使用する長さ。
Qto_SpaceBaseQuantities	IfcSpace	床面積	部屋の床面積。柱や内部壁などを含んだ面積。
Qto_SpaceBaseQuantities	IfcSpace	正味床面積	部屋の床面積。柱や内部壁などを含まない面積。
Qto_SpaceBaseQuantities	IfcSpace	壁面積	部屋を構成する壁の面積。壁に含まれているドア、窓なども含む面積。
Qto_SpaceBaseQuantities	IfcSpace	正味壁面積	部屋を構成する壁の面積で、壁に含まれているドア、窓などを含まない面積。
Qto_SpaceBaseQuantities	IfcSpace	天井面積	部屋の天井面積。柱や内部壁などを含んだ面積。
Qto_SpaceBaseQuantities	IfcSpace	正味天井面積	部屋の天井面積。柱や内部壁などを含まない面積。
Qto_SpaceBaseQuantities	IfcSpace	体積	部屋の体積。部屋に含む部材を含む体積。
Qto_SpaceBaseQuantities	IfcSpace	正味体積	部屋の体積。部屋に含む部材を含まない体積。
Qto_WallBaseQuantities	IfcWall	長さ	壁の中心線に沿った長さ。
Qto_WallBaseQuantities	IfcWall	幅	壁中心線に垂直に計測した壁の厚さ。壁中心線に沿って厚さが一定の場合のみ。
Qto_WallBaseQuantities	IfcWall	高さ	壁の高さ。壁中心性に沿って高さが一定の場合のみ。
Qto_WallBaseQuantities	IfcWall	フットプリント面積	平面図上に投影した壁の形状の面積。壁のへこみなどを考慮しない。
Qto_WallBaseQuantities	IfcWall	正味フットプリント面積	平面図上に投影した壁の形状の面積。壁のへこみなどを考慮する。
Qto_WallBaseQuantities	IfcWall	側面面積	立面ビューによるカーテンウォールの面積。カーテンウォールに対する変形を考慮しない。
Qto_WallBaseQuantities	IfcWall	正味側面面積	立面ビューによるカーテンウォールの面積。カーテンウォールに対する変形を考慮する。
Qto_WallBaseQuantities	IfcWall	体積	スラブの体積。開口、へこみなどを考慮しない。
Qto_WallBaseQuantities	IfcWall	正味体積	スラブの体積。開口、へこみなどを考慮する。
Qto_WallBaseQuantities	IfcWall	重量	スラブの重量。付加されたパーツを除く。また、切断などの処理または開口やへこみなどを考慮しない。
Qto_WallBaseQuantities	IfcWall	正味重量	スラブの重量。付加されたパーツを除く。また、切断などの処理または開口やへこみなどを考慮する。
Qto_WindowBaseQuantities	IfcWindow	幅	窓ライニングの外側幅。長方形の窓の場合のみ。
Qto_WindowBaseQuantities	IfcWindow	高さ	窓ライニングの外側幅。長方形の窓の場合のみ。
Qto_WindowBaseQuantities	IfcWindow	周囲長	窓ライニングの外側周囲長。
Qto_WindowBaseQuantities	IfcWindow	面積	窓ライニングの面積。
